Product_Category,Price,Customer_Tenure_Months,Previous_Returns,Day_of_Week,Order_Hour,Delivery_Speed,Return
Electronics,390.29,53.0,0.0,Mon,1.0,SameDay,0
Books,93.37,105.0,5.0,Thu,3.0,Standard,0
Toys,,26.0,0.0,Sat,3.0,Expedited,0
Toys,322.89,48.0,3.0,Fri,8.0,SameDay,1
Electronics,8.51,95.0,8.0,Wed,7.0,Standard,0
Home,218.01,118.0,2.0,Thu,8.0,Expedited,0
Home,,76.0,7.0,Mon,0.0,SameDay,1
Electronics,201.83,76.0,6.0,Mon,1.0,SameDay,0
Electronics,294.7,10.0,1.0,Thu,15.0,SameDay,0
Toys,290.52,81.0,6.0,Fri,18.0,Standard,0
Clothing,415.18,73.0,,Thu,0.0,Expedited,1
Clothing,43.78,7.0,2.0,Fri,15.0,Expedited,0
Clothing,184.08,25.0,6.0,Sun,,SameDay,1
Toys,194.67,79.0,3.0,Fri,8.0,SameDay,0
Clothing,274.41,,8.0,Wed,7.0,Standard,0
Books,110.36,10.0,7.0,Tue,3.0,SameDay,0
Clothing,307.13,30.0,1.0,Tue,22.0,Standard,0
Books,50.06,48.0,0.0,Mon,4.0,Expedited,0
Books,137.6,31.0,7.0,Tue,15.0,SameDay,0
Clothing,250.68,115.0,8.0,Tue,13.0,SameDay,1
Home,247.08,102.0,,Tue,6.0,Expedited,0
Home,21.55,69.0,7.0,Wed,20.0,Expedited,0
Home,40.59,29.0,7.0,Sun,18.0,Expedited,0
Toys,257.31,88.0,9.0,Mon,9.0,SameDay,0
Electronics,295.0,87.0,0.0,Mon,20.0,SameDay,0
Clothing,427.01,9.0,2.0,Wed,18.0,Standard,0
Electronics,227.29,85.0,3.0,Tue,,SameDay,0
Electronics,173.3,35.0,0.0,Mon,10.0,SameDay,0
Toys,398.22,110.0,0.0,Tue,1.0,Expedited,0
Home,468.6,24.0,5.0,Mon,3.0,Expedited,1
Electronics,475.44,67.0,9.0,Thu,7.0,Expedited,1
Home,359.08,47.0,0.0,Mon,14.0,Standard,0
Toys,207.79,48.0,8.0,Thu,9.0,Expedited,0
Home,57.87,45.0,9.0,Wed,17.0,Expedited,0
Home,133.43,109.0,5.0,Mon,14.0,Expedited,0
Books,402.19,93.0,2.0,Sun,,Standard,0
Clothing,384.1,37.0,9.0,Sat,23.0,Expedited,1
Toys,291.97,32.0,6.0,Sat,14.0,Standard,0
Toys,395.2,20.0,4.0,Mon,9.0,Expedited,1
Clothing,246.11,2.0,2.0,Sun,10.0,Expedited,1
Electronics,262.66,64.0,8.0,Wed,15.0,Standard,0
Books,327.05,110.0,3.0,Mon,2.0,Expedited,1
Clothing,161.76,70.0,1.0,Tue,12.0,Standard,0
Toys,70.64,8.0,0.0,Fri,4.0,Expedited,0
Home,432.79,81.0,4.0,Tue,8.0,SameDay,1
Electronics,238.47,26.0,2.0,Thu,22.0,Standard,0
Clothing,404.94,36.0,2.0,Sun,11.0,Standard,0
Home,34.67,30.0,0.0,Tue,11.0,SameDay,0
Toys,349.77,105.0,4.0,Sat,19.0,Standard,1
Books,38.46,67.0,,Mon,5.0,Standard,0
Electronics,290.58,3.0,3.0,Wed,23.0,Expedited,1
Toys,473.46,99.0,6.0,Sat,17.0,Expedited,1
Toys,107.6,62.0,1.0,Fri,10.0,Standard,0
Books,460.42,39.0,0.0,Fri,16.0,SameDay,0
Toys,42.17,95.0,6.0,Fri,5.0,Expedited,0
Electronics,71.62,9.0,3.0,Thu,14.0,Standard,0
Toys,206.35,111.0,,Fri,21.0,SameDay,0
Toys,208.29,66.0,9.0,Sat,22.0,Standard,0
Electronics,155.63,118.0,,Sun,13.0,Expedited,0
Books,117.49,72.0,9.0,Sat,7.0,Standard,0
Clothing,48.46,29.0,3.0,Tue,19.0,Standard,0
Clothing,83.47,26.0,,Tue,19.0,Expedited,0
Home,92.85,21.0,4.0,Mon,8.0,Expedited,0
Books,54.25,27.0,9.0,Sun,11.0,Standard,0
Electronics,384.32,21.0,9.0,Thu,0.0,Expedited,1
Books,303.56,106.0,2.0,Mon,9.0,SameDay,0
Home,216.42,84.0,7.0,Sun,19.0,Expedited,0
Home,376.11,50.0,6.0,Fri,2.0,Standard,1
Toys,377.3,82.0,5.0,Mon,10.0,SameDay,1
Electronics,16.41,34.0,6.0,Wed,13.0,Standard,0
Books,261.51,81.0,3.0,Tue,2.0,Expedited,0
Electronics,322.34,114.0,4.0,Mon,7.0,SameDay,1
Books,240.01,33.0,5.0,Thu,9.0,Expedited,0
Books,158.19,17.0,0.0,Mon,0.0,SameDay,0
Books,498.36,61.0,3.0,Wed,17.0,Standard,1
Electronics,386.04,96.0,5.0,Sat,16.0,Expedited,1
Books,240.99,32.0,9.0,Sat,15.0,SameDay,0
Home,,91.0,5.0,Wed,8.0,Standard,0
Books,63.15,59.0,9.0,Sun,7.0,Standard,0
Books,85.04,67.0,0.0,Mon,15.0,SameDay,0
Home,21.25,78.0,1.0,Mon,5.0,Standard,0
Clothing,398.1,28.0,1.0,Sun,18.0,Standard,0
Clothing,137.06,58.0,4.0,Thu,,Expedited,0
Toys,161.11,77.0,1.0,Sun,0.0,Expedited,0
Books,379.44,65.0,7.0,Tue,12.0,SameDay,1
Books,333.49,,5.0,Tue,8.0,Expedited,1
Home,421.51,104.0,6.0,Tue,3.0,Expedited,1
Electronics,100.2,59.0,9.0,Fri,12.0,Standard,0
Toys,94.97,25.0,2.0,Fri,7.0,Expedited,0
Toys,245.76,101.0,8.0,Thu,2.0,Expedited,0
Home,168.43,6.0,0.0,Wed,23.0,SameDay,0
Clothing,302.47,9.0,1.0,Tue,0.0,Standard,0
Home,44.23,42.0,6.0,Thu,15.0,Expedited,0
Books,320.54,14.0,5.0,Sun,9.0,Standard,1
Books,13.93,61.0,6.0,Thu,5.0,SameDay,0
Clothing,261.87,110.0,6.0,Fri,17.0,SameDay,1
Home,114.47,14.0,9.0,Tue,9.0,SameDay,0
Electronics,89.53,78.0,0.0,Wed,4.0,SameDay,0
Books,44.59,24.0,8.0,Thu,10.0,Expedited,0
Clothing,36.14,52.0,9.0,Thu,7.0,Standard,0
Home,15.47,92.0,1.0,Mon,1.0,Expedited,0
Electronics,261.42,1.0,,Mon,22.0,Expedited,1
Toys,199.61,56.0,5.0,Wed,11.0,SameDay,0
Home,207.42,87.0,4.0,Fri,9.0,Standard,0
Electronics,89.53,84.0,0.0,Sat,7.0,Standard,0
Books,48.45,93.0,8.0,Wed,23.0,SameDay,0
Electronics,478.58,99.0,4.0,Mon,,SameDay,1
Books,20.26,70.0,7.0,Mon,4.0,Expedited,0
Books,36.32,96.0,7.0,Fri,20.0,Expedited,0
Electronics,44.4,31.0,0.0,Thu,22.0,Standard,0
Electronics,330.76,60.0,0.0,Sun,11.0,Expedited,0
Clothing,389.98,109.0,0.0,Sat,9.0,Expedited,0
Electronics,154.08,35.0,0.0,Thu,14.0,Standard,0
Toys,252.64,40.0,7.0,Fri,8.0,SameDay,0
Toys,189.81,105.0,4.0,Sun,4.0,SameDay,0
Electronics,384.05,41.0,3.0,Tue,9.0,SameDay,1
Clothing,67.95,55.0,6.0,Tue,8.0,SameDay,1
Books,208.5,,2.0,Thu,14.0,SameDay,0
Home,180.99,89.0,3.0,Sat,20.0,Standard,0
Toys,343.3,32.0,9.0,Sun,11.0,Standard,1
Books,46.27,50.0,0.0,Sun,22.0,Standard,0
Books,317.14,4.0,1.0,Wed,6.0,SameDay,0
Books,,114.0,3.0,Wed,21.0,Expedited,0
Books,104.28,40.0,2.0,Thu,11.0,SameDay,0
Home,15.35,105.0,9.0,Fri,5.0,SameDay,0
Books,483.09,22.0,5.0,Tue,1.0,Standard,1
Electronics,168.34,100.0,6.0,Tue,,SameDay,0
Home,448.43,3.0,8.0,Tue,6.0,Expedited,1
Toys,329.48,14.0,5.0,Sat,1.0,SameDay,1
Home,250.35,66.0,7.0,Mon,14.0,Standard,0
Books,341.14,69.0,6.0,Thu,22.0,SameDay,1
Books,210.35,100.0,7.0,Sun,10.0,SameDay,0
Toys,313.47,76.0,0.0,Thu,4.0,SameDay,0
Toys,243.54,84.0,5.0,Tue,17.0,Expedited,0
Books,126.77,34.0,5.0,Fri,14.0,Expedited,0
Toys,306.06,21.0,8.0,Sun,10.0,SameDay,1
Clothing,259.15,53.0,2.0,Fri,11.0,SameDay,1
Books,244.67,3.0,4.0,Mon,12.0,Expedited,1
Toys,455.55,45.0,5.0,Mon,2.0,SameDay,1
Home,204.14,23.0,5.0,Fri,8.0,Standard,0
Home,258.63,85.0,0.0,Sat,1.0,Standard,0
Home,5.2,65.0,5.0,Wed,21.0,Standard,0
Toys,160.32,111.0,1.0,Mon,20.0,Standard,0
Toys,479.2,52.0,0.0,Tue,0.0,Expedited,0
Toys,466.21,70.0,7.0,Fri,1.0,Expedited,1
Home,,40.0,5.0,Sat,19.0,SameDay,0
Toys,298.88,86.0,1.0,Wed,9.0,SameDay,0
Electronics,138.23,45.0,7.0,Fri,13.0,Standard,0
Home,292.42,81.0,0.0,Sun,9.0,SameDay,0
Clothing,356.29,13.0,2.0,Tue,15.0,Expedited,0
Clothing,10.64,77.0,2.0,Tue,11.0,Standard,0
Books,399.24,110.0,5.0,Sun,11.0,SameDay,1
Books,42.26,18.0,8.0,Thu,2.0,Expedited,0
Electronics,422.78,6.0,3.0,Sun,15.0,Expedited,1
Electronics,167.15,26.0,9.0,Wed,20.0,SameDay,0
Books,227.65,45.0,0.0,Sun,7.0,Expedited,0
Home,72.19,6.0,3.0,Sun,16.0,SameDay,0
Books,456.57,34.0,1.0,Mon,11.0,SameDay,0
Books,373.5,100.0,4.0,Sat,9.0,Expedited,1
Books,453.96,30.0,3.0,Mon,15.0,SameDay,1
Home,170.44,53.0,0.0,Tue,,Standard,0
Toys,160.72,78.0,1.0,Thu,3.0,Standard,0
Toys,432.88,36.0,4.0,Fri,,Expedited,1
Home,241.04,37.0,1.0,Thu,21.0,Standard,0
Clothing,32.39,,7.0,Tue,5.0,SameDay,1
Books,28.99,9.0,9.0,Sat,11.0,Expedited,0
Electronics,466.47,86.0,0.0,Wed,2.0,Expedited,0
Toys,347.3,15.0,7.0,Mon,16.0,Standard,1
Books,85.64,84.0,2.0,Tue,16.0,Standard,0
Home,140.62,47.0,6.0,Mon,13.0,SameDay,0
Home,89.23,15.0,0.0,Thu,2.0,Expedited,0
Home,212.13,21.0,9.0,Tue,7.0,Expedited,0
Toys,465.31,51.0,1.0,Mon,22.0,Expedited,0
Clothing,488.06,96.0,0.0,Fri,8.0,SameDay,1
Home,315.7,91.0,7.0,Wed,11.0,SameDay,1
Electronics,43.35,69.0,1.0,Sat,21.0,Expedited,0
Clothing,64.27,31.0,3.0,Sun,22.0,SameDay,1
Clothing,208.31,24.0,8.0,Mon,12.0,SameDay,1
Electronics,128.68,77.0,6.0,Sat,9.0,Expedited,0
Electronics,108.97,118.0,0.0,Tue,20.0,SameDay,0
Electronics,272.13,55.0,,Tue,23.0,Standard,0
Electronics,132.45,16.0,2.0,Wed,19.0,SameDay,0
Electronics,196.3,66.0,7.0,Tue,9.0,Standard,0
Books,160.12,108.0,8.0,Sun,12.0,SameDay,0
Home,226.13,118.0,9.0,Sun,15.0,Standard,0
Books,84.88,76.0,1.0,Sun,19.0,Standard,0
Clothing,346.4,118.0,4.0,Sun,3.0,SameDay,1
Books,,48.0,3.0,Fri,11.0,Standard,1
Clothing,100.17,1.0,,Tue,12.0,Standard,0
Clothing,367.46,43.0,7.0,Sat,8.0,Standard,1
Toys,126.41,2.0,4.0,Sun,12.0,SameDay,1
Books,201.46,22.0,2.0,Sat,12.0,SameDay,0
Home,441.34,9.0,1.0,Thu,23.0,Standard,0
Electronics,137.66,68.0,1.0,Sun,11.0,Standard,0
Toys,387.56,36.0,5.0,Sat,9.0,SameDay,1
Clothing,242.67,111.0,,Thu,,Expedited,0
Books,309.53,38.0,1.0,Thu,11.0,SameDay,0
Electronics,491.46,40.0,,Wed,9.0,Expedited,0
Electronics,281.06,70.0,,Wed,12.0,Standard,0
Home,90.51,58.0,2.0,Sat,12.0,Standard,0
Clothing,170.18,55.0,0.0,Tue,19.0,Standard,0
Clothing,438.37,50.0,2.0,Sun,12.0,SameDay,1
Toys,208.43,24.0,2.0,Tue,,SameDay,0
Toys,174.11,28.0,6.0,Sun,3.0,Standard,0
Toys,70.43,28.0,2.0,Wed,16.0,Expedited,0
Home,366.11,101.0,1.0,Tue,18.0,Standard,0
Toys,472.17,33.0,6.0,Sun,21.0,Standard,1
Electronics,424.86,23.0,6.0,Fri,9.0,SameDay,1
Electronics,,7.0,3.0,Sun,15.0,SameDay,0
Home,148.15,110.0,3.0,Thu,7.0,Expedited,0
Books,168.01,54.0,7.0,Mon,10.0,Expedited,0
Electronics,206.67,93.0,,Sun,10.0,Expedited,0
Electronics,,27.0,,Sat,1.0,SameDay,1
Clothing,68.89,47.0,4.0,Fri,19.0,Standard,0
Clothing,149.14,41.0,8.0,Sat,2.0,Standard,0
Books,232.38,81.0,2.0,Fri,9.0,SameDay,0
Clothing,192.12,87.0,3.0,Fri,10.0,Standard,0
Toys,290.92,77.0,3.0,Fri,12.0,Expedited,0
Clothing,205.3,33.0,1.0,Wed,1.0,Expedited,0
Electronics,493.51,10.0,5.0,Tue,19.0,SameDay,1
Books,386.77,86.0,9.0,Sat,0.0,Expedited,1
Home,12.42,79.0,1.0,Sun,16.0,Standard,0
Electronics,217.43,65.0,6.0,Sun,5.0,Standard,0
Home,256.73,87.0,6.0,Wed,22.0,Expedited,0
Home,196.94,67.0,7.0,Fri,0.0,Standard,0
Toys,405.79,109.0,6.0,Sun,7.0,Standard,1
Books,67.19,57.0,,Tue,2.0,SameDay,0
Home,90.92,5.0,1.0,Mon,0.0,Expedited,0
Clothing,119.21,102.0,6.0,Sat,11.0,Expedited,0
Clothing,377.6,71.0,4.0,Tue,23.0,Expedited,1
Books,326.44,109.0,9.0,Mon,23.0,Standard,1
Home,18.95,74.0,5.0,Sun,14.0,Expedited,0
Home,449.83,45.0,6.0,Sun,16.0,Standard,1
Home,270.42,10.0,8.0,Sat,18.0,Standard,0
Toys,,65.0,0.0,Wed,6.0,Expedited,0
Home,254.02,119.0,6.0,Mon,9.0,SameDay,0
Toys,438.0,91.0,9.0,Wed,,SameDay,1
Electronics,224.11,47.0,2.0,Wed,13.0,SameDay,0
Toys,111.99,28.0,2.0,Thu,1.0,Expedited,0
Toys,117.25,30.0,1.0,Mon,,Expedited,0
Home,312.65,78.0,8.0,Fri,15.0,SameDay,1
Electronics,275.51,58.0,9.0,Sun,17.0,Expedited,0
Electronics,418.3,2.0,3.0,Thu,13.0,SameDay,1
Electronics,230.2,117.0,6.0,Sat,21.0,Expedited,0
Books,7.9,26.0,5.0,Wed,18.0,Standard,0
Electronics,59.13,50.0,2.0,Sat,9.0,Standard,0
Home,412.22,13.0,1.0,Wed,17.0,Standard,0
Home,53.53,57.0,7.0,Tue,5.0,Standard,0
Clothing,172.67,97.0,8.0,Sun,21.0,Expedited,0
Electronics,82.11,63.0,7.0,Thu,4.0,Standard,0
Home,391.01,86.0,3.0,Mon,22.0,SameDay,1
Toys,140.46,22.0,9.0,Tue,6.0,Standard,0
Toys,21.08,13.0,3.0,Wed,23.0,SameDay,0
Books,402.31,41.0,9.0,Fri,7.0,SameDay,1
Toys,246.25,18.0,1.0,Sun,19.0,Expedited,0
Electronics,310.76,114.0,2.0,Thu,13.0,Expedited,0
Electronics,306.68,107.0,8.0,Mon,12.0,SameDay,1
Clothing,366.6,99.0,2.0,Mon,10.0,Expedited,0
Toys,254.02,22.0,8.0,Thu,11.0,Standard,0
Toys,403.52,98.0,8.0,Sun,5.0,Expedited,1
Books,236.29,16.0,8.0,Sun,3.0,SameDay,0
Books,94.54,42.0,4.0,Thu,18.0,Standard,0
Electronics,286.62,86.0,3.0,Tue,2.0,SameDay,0
Toys,405.09,91.0,7.0,Wed,,Standard,1
Clothing,298.87,102.0,9.0,Sat,4.0,Expedited,0
Home,31.15,87.0,0.0,Mon,22.0,Expedited,0
Books,,,7.0,Wed,11.0,SameDay,1
Home,102.36,68.0,9.0,Mon,1.0,SameDay,0
Books,483.8,81.0,6.0,Wed,7.0,SameDay,1
Clothing,18.78,91.0,0.0,Sun,7.0,SameDay,1
Books,243.6,6.0,2.0,Mon,15.0,Expedited,0
Home,219.06,41.0,5.0,Thu,17.0,Expedited,0
Books,166.87,38.0,3.0,Thu,15.0,SameDay,0
Electronics,201.14,17.0,5.0,Sat,13.0,Expedited,0
Toys,491.35,7.0,7.0,Fri,13.0,SameDay,1
Clothing,124.62,37.0,2.0,Tue,7.0,Standard,0
Home,,,9.0,Sun,2.0,Standard,1
Clothing,350.1,42.0,3.0,Sun,13.0,Standard,1
Home,290.63,76.0,5.0,Sat,8.0,SameDay,0
Toys,8.2,83.0,0.0,Tue,6.0,SameDay,0
Books,144.97,77.0,0.0,Tue,19.0,Expedited,0
Toys,300.21,116.0,1.0,Thu,4.0,Expedited,0
Books,417.14,11.0,3.0,Sun,22.0,Standard,1
Home,15.96,49.0,2.0,Thu,21.0,Expedited,0
Clothing,223.41,52.0,5.0,Sat,17.0,SameDay,1
Electronics,477.08,38.0,4.0,Fri,1.0,Standard,1
Electronics,118.81,37.0,7.0,Wed,15.0,Expedited,0
Clothing,311.9,60.0,3.0,Sat,12.0,Standard,1
Books,247.03,52.0,0.0,Mon,17.0,Standard,0
Electronics,216.07,59.0,9.0,Thu,16.0,Expedited,0
Clothing,198.59,84.0,3.0,Sat,4.0,Standard,0
Books,162.81,8.0,4.0,Tue,2.0,Expedited,0
Clothing,164.87,113.0,2.0,Sun,,Standard,0
Clothing,163.76,62.0,4.0,Wed,8.0,Standard,0
Books,303.88,111.0,4.0,Thu,22.0,Standard,1
Books,299.64,105.0,5.0,Thu,14.0,Expedited,0
Electronics,413.9,59.0,6.0,Fri,21.0,Standard,1
Books,202.29,9.0,1.0,Sun,16.0,Expedited,0
Books,24.31,,6.0,Thu,19.0,SameDay,0
Toys,149.86,90.0,9.0,Sat,21.0,Standard,0
Home,,62.0,6.0,Sun,19.0,Expedited,0
Electronics,119.33,33.0,6.0,Fri,18.0,Expedited,0
Electronics,53.2,77.0,3.0,Fri,19.0,Expedited,0
Books,7.16,92.0,9.0,Fri,8.0,Expedited,0
Clothing,274.99,4.0,4.0,Sat,0.0,Standard,1
Electronics,198.81,10.0,9.0,Wed,15.0,SameDay,0
Toys,226.8,110.0,5.0,Thu,8.0,SameDay,0
Clothing,368.63,5.0,9.0,Thu,7.0,SameDay,1
Books,377.97,80.0,7.0,Sun,,Expedited,1
Home,465.29,105.0,8.0,Mon,6.0,SameDay,1
Electronics,210.81,16.0,7.0,Tue,16.0,Expedited,0
Electronics,,,3.0,Thu,20.0,Expedited,1
Electronics,,79.0,8.0,Mon,12.0,Expedited,1
Home,317.23,66.0,8.0,Fri,1.0,Expedited,1
Home,304.17,84.0,4.0,Wed,14.0,Standard,1
Electronics,154.29,17.0,1.0,Wed,2.0,SameDay,0
Electronics,166.84,21.0,6.0,Mon,3.0,Expedited,0
Electronics,296.46,11.0,1.0,Tue,13.0,SameDay,0
Clothing,87.44,,0.0,Tue,4.0,SameDay,1
Books,132.84,,2.0,Sat,15.0,Expedited,0
Electronics,,39.0,4.0,Fri,0.0,Expedited,0
Books,462.71,90.0,3.0,Fri,22.0,Standard,1
Books,401.95,92.0,7.0,Mon,0.0,SameDay,1
Electronics,373.23,45.0,6.0,Mon,12.0,SameDay,1
Books,361.69,18.0,0.0,Tue,4.0,Standard,0
Toys,163.89,114.0,6.0,Thu,15.0,Expedited,0
Books,16.17,56.0,4.0,Sat,20.0,Standard,0
Books,448.89,104.0,6.0,Fri,4.0,Standard,1
Toys,288.52,58.0,6.0,Sun,13.0,Standard,0
Electronics,186.44,89.0,8.0,Wed,6.0,SameDay,0
Clothing,495.19,104.0,5.0,Sat,23.0,Expedited,1
Books,487.35,64.0,4.0,Thu,19.0,SameDay,1
Clothing,27.8,23.0,2.0,Sat,6.0,SameDay,1
Books,,62.0,7.0,Mon,1.0,Standard,1
Home,421.89,38.0,,Sun,,SameDay,1
Toys,249.94,104.0,6.0,Sun,21.0,SameDay,0
Home,87.3,19.0,1.0,Tue,10.0,SameDay,0
Toys,82.6,46.0,8.0,Mon,16.0,SameDay,0
Clothing,325.91,,3.0,Tue,1.0,Expedited,1
Home,417.33,99.0,9.0,Thu,12.0,Standard,1
Toys,56.81,77.0,6.0,Mon,1.0,Expedited,0
Toys,124.2,102.0,7.0,Sun,5.0,SameDay,0
Electronics,455.17,60.0,7.0,Fri,9.0,Standard,1
Toys,67.51,113.0,1.0,Tue,21.0,SameDay,0
Home,416.81,57.0,0.0,Mon,18.0,SameDay,0
Toys,234.65,34.0,1.0,Sat,3.0,Standard,0
Clothing,457.85,31.0,1.0,Sat,0.0,Expedited,0
Home,381.43,113.0,4.0,Thu,9.0,Expedited,1
Electronics,,12.0,1.0,Mon,20.0,Expedited,0
Electronics,211.91,86.0,2.0,Tue,15.0,Standard,0
Home,29.1,112.0,7.0,Sat,12.0,Standard,0
Clothing,117.28,51.0,6.0,Sat,9.0,Standard,0
Books,300.15,75.0,9.0,Sat,11.0,Expedited,1
Toys,172.56,90.0,8.0,Wed,19.0,SameDay,0
Books,99.02,59.0,7.0,Tue,20.0,SameDay,0
Toys,,66.0,,Sat,11.0,SameDay,1
Home,20.37,4.0,1.0,Wed,0.0,SameDay,0
Clothing,339.82,119.0,2.0,Tue,14.0,SameDay,1
Books,191.27,65.0,7.0,Sun,1.0,Standard,0
Electronics,259.66,13.0,2.0,Sat,23.0,Expedited,0
Books,271.36,114.0,1.0,Thu,13.0,SameDay,0
Toys,472.16,82.0,7.0,Sun,11.0,SameDay,1
Electronics,88.56,5.0,4.0,Wed,,Expedited,1
Clothing,226.96,85.0,6.0,Mon,15.0,Standard,0
Home,107.72,8.0,6.0,Sat,1.0,SameDay,0
Home,125.78,64.0,5.0,Fri,16.0,Expedited,0
Books,234.67,7.0,0.0,Sun,4.0,SameDay,0
Clothing,47.64,116.0,4.0,Thu,23.0,Expedited,0
Toys,265.34,18.0,8.0,Sat,9.0,Standard,0
Electronics,46.48,106.0,4.0,Wed,4.0,SameDay,0
Clothing,158.47,46.0,5.0,Wed,3.0,SameDay,1
Books,64.64,49.0,6.0,Tue,16.0,SameDay,0
Electronics,,36.0,6.0,Fri,14.0,Standard,0
Toys,149.47,95.0,4.0,Fri,20.0,Standard,0
Clothing,496.33,1.0,,Sat,0.0,Expedited,0
Electronics,,84.0,7.0,Wed,1.0,SameDay,0
Clothing,204.5,,1.0,Sat,22.0,Expedited,0
Electronics,306.72,8.0,5.0,Fri,12.0,Expedited,1
Home,331.41,47.0,9.0,Wed,22.0,Expedited,1
Clothing,157.35,67.0,7.0,Sun,2.0,Expedited,0
Electronics,367.64,84.0,5.0,Tue,2.0,SameDay,1
Home,313.17,18.0,7.0,Mon,17.0,SameDay,1
Toys,375.75,103.0,2.0,Tue,22.0,Expedited,0
Books,181.32,47.0,0.0,Thu,1.0,Expedited,0
Home,77.99,92.0,5.0,Mon,1.0,Expedited,0
Electronics,33.28,101.0,4.0,Mon,6.0,SameDay,0
Electronics,341.45,96.0,8.0,Wed,17.0,Expedited,1
Books,101.09,30.0,,Sun,3.0,Expedited,0
Clothing,417.28,3.0,0.0,Wed,14.0,SameDay,1
Electronics,372.6,1.0,4.0,Tue,0.0,SameDay,1
Toys,254.69,45.0,5.0,Sun,13.0,Standard,0
Clothing,229.97,72.0,7.0,Thu,21.0,Expedited,0
Books,349.14,115.0,6.0,Fri,10.0,SameDay,1
Books,,29.0,8.0,Sun,4.0,Expedited,0
Toys,305.31,4.0,1.0,Fri,8.0,Expedited,0
Toys,137.5,79.0,0.0,Sun,7.0,Expedited,0
Home,23.66,14.0,,Thu,18.0,SameDay,0
Books,,95.0,0.0,Mon,8.0,Standard,0
Books,171.98,57.0,7.0,Fri,7.0,Standard,0
Electronics,407.1,59.0,3.0,Tue,6.0,Standard,1
Books,15.4,13.0,0.0,Mon,18.0,Expedited,0
Home,200.07,36.0,3.0,Fri,7.0,Expedited,0
Clothing,157.91,51.0,5.0,Fri,22.0,Expedited,0
Clothing,460.34,55.0,4.0,Sun,3.0,Expedited,1
Electronics,259.25,65.0,3.0,Sun,7.0,Standard,0
Electronics,278.16,42.0,1.0,Sun,23.0,Expedited,0
Clothing,411.03,,8.0,Sat,14.0,Standard,1
Toys,123.49,94.0,5.0,Mon,11.0,Expedited,0
Books,436.6,101.0,4.0,Mon,12.0,Standard,1
Books,165.14,15.0,4.0,Thu,14.0,Expedited,0
Electronics,254.09,45.0,4.0,Wed,0.0,Expedited,0
Clothing,194.48,52.0,4.0,Thu,5.0,SameDay,1
Clothing,45.56,64.0,6.0,Sat,4.0,Expedited,0
Toys,228.68,30.0,0.0,Sun,15.0,Expedited,0
Toys,288.34,,4.0,Thu,19.0,SameDay,0
Electronics,39.17,81.0,0.0,Fri,3.0,SameDay,0
Clothing,134.03,99.0,6.0,Thu,3.0,SameDay,1
Clothing,,118.0,1.0,Sat,19.0,SameDay,1
Electronics,253.76,116.0,5.0,Thu,17.0,SameDay,0
Electronics,382.94,36.0,7.0,Fri,0.0,SameDay,1
Books,325.86,20.0,4.0,Thu,,Standard,1
Clothing,482.82,55.0,8.0,Wed,13.0,Standard,1
Toys,33.98,1.0,3.0,Tue,11.0,Expedited,1
Clothing,72.29,116.0,7.0,Fri,22.0,SameDay,1
Home,177.17,113.0,9.0,Sun,5.0,SameDay,0
Toys,347.37,38.0,1.0,Mon,13.0,SameDay,0
Clothing,26.81,3.0,1.0,Sat,17.0,Standard,0
Home,457.8,85.0,,Thu,6.0,SameDay,0
Toys,21.98,16.0,4.0,Mon,10.0,SameDay,0
Toys,479.64,33.0,,Thu,3.0,Expedited,1
Clothing,95.0,,5.0,Mon,21.0,Standard,0
Home,484.32,98.0,9.0,Fri,6.0,Expedited,1
Books,245.79,59.0,2.0,Sun,13.0,Standard,0
Toys,170.83,,0.0,Wed,21.0,Standard,0
Books,134.53,71.0,3.0,Wed,8.0,SameDay,0
Home,254.55,74.0,5.0,Fri,20.0,Expedited,0
Books,301.51,91.0,0.0,Sun,21.0,SameDay,0
Toys,135.03,28.0,7.0,Mon,5.0,Expedited,0
Electronics,174.32,64.0,4.0,Tue,0.0,SameDay,0
Clothing,105.48,48.0,1.0,Fri,13.0,Standard,0
Toys,423.87,85.0,1.0,Sat,10.0,Standard,0
Books,42.2,94.0,3.0,Mon,2.0,Expedited,0
Home,351.93,109.0,6.0,Sat,3.0,SameDay,1
Toys,237.8,55.0,8.0,Tue,7.0,Expedited,0
Home,32.4,54.0,3.0,Mon,9.0,Standard,0
Books,474.89,,2.0,Sat,10.0,Expedited,0
Home,126.59,87.0,8.0,Mon,7.0,Standard,0
Home,230.46,63.0,0.0,Tue,17.0,SameDay,0
Electronics,293.65,48.0,1.0,Thu,21.0,Expedited,0
Home,458.66,111.0,0.0,Fri,15.0,Standard,0
Electronics,384.34,78.0,3.0,Mon,23.0,SameDay,1
Clothing,45.87,80.0,,Thu,3.0,Expedited,0
Toys,361.4,18.0,7.0,Tue,,SameDay,1
Electronics,115.51,9.0,7.0,Sat,13.0,Standard,0
Home,338.74,15.0,9.0,Sat,20.0,Standard,1
Electronics,485.75,112.0,2.0,Tue,15.0,Standard,0
Electronics,176.91,72.0,8.0,Mon,22.0,Standard,0
Electronics,22.23,92.0,6.0,Sun,,Standard,0
Clothing,221.83,107.0,7.0,Sat,13.0,SameDay,1
Electronics,451.12,12.0,5.0,Thu,19.0,Standard,1
Books,430.45,45.0,0.0,Tue,5.0,SameDay,0
Clothing,162.43,81.0,5.0,Wed,1.0,SameDay,1
